"","age","female","married","employed","edu","ftotval","inctot","health"
"1963",50,0,1,1,14,128712,104000,3
"1964",27,0,0,1,12,81000,8000,2
"1965",27,1,0,1,12,22000,22000,1
"1966",38,1,0,1,11,29000,29000,4
"1967",39,1,1,0,16,130012,6,1
"1968",44,0,1,1,18,283251,180232,2
"1969",33,1,0,1,18,50029,50029,2
"1970",60,1,1,0,12,71282,9100,1
"1971",43,1,1,0,12,69534,7032,1
"1972",28,0,0,0,16,12577,9000,2
"1973",49,1,0,1,14,37508,37508,2
"1974",40,1,1,1,16,65002,25001,2
"1975",54,1,1,0,12,0,0,5
"1976",57,0,1,1,12,24014,24007,3
"1977",29,1,0,1,14,60742,8171,2
"1978",24,1,1,1,8,55002,20000,2
"1979",64,1,1,1,12,105642,74021,2
"1980",38,1,1,0,18,100387,371,3
"1981",39,1,1,1,12,80365,32105,2
"1982",64,0,1,1,8,25001,25001,3
"1983",26,1,1,1,12,49000,15000,2
"1984",39,0,1,0,14,3160,1660,5
"1985",45,1,1,1,12,93018,40016,3
"1986",52,0,1,1,12,74000,30000,4
"1987",30,1,1,1,16,122020,55010,2
"1988",56,1,1,1,9,78593,60037,2
"1989",38,0,1,1,16,169691,66016,2
"1990",30,1,1,1,16,51002,11001,2
"1991",33,1,0,1,16,20600,20600,3
"1992",62,0,0,1,16,86100,86100,4
"1993",27,1,0,1,14,32000,32000,5
"1994",36,1,1,0,12,93002,40000,1
"1995",44,1,0,1,6,10000,10000,2
"1996",37,0,1,1,12,44035,40035,1
"1997",29,0,0,0,16,1e+05,1e+05,3
"1998",34,1,1,0,12,46016,8,1
"1999",23,1,1,0,12,12000,0,3
"2000",42,0,0,1,16,82058,82058,1
"2001",39,1,0,1,14,25692,25692,1
"2002",55,1,1,1,18,140101,70000,3
"2003",43,0,0,1,16,41442,41442,2
"2004",20,1,0,1,14,15862,15862,1
"2005",35,1,1,1,14,42808,808,1
"2006",30,0,0,1,16,349580,149577,1
"2007",64,0,1,1,16,218084,2e+05,3
"2008",41,1,1,1,16,326902,118402,1
"2009",59,1,1,1,12,10715,0,3
"2010",59,0,1,0,18,244384,140500,1
"2011",24,1,1,1,16,68006,28001,1
"2012",29,1,1,1,14,195201,34000,1
"2013",64,0,0,1,12,39000,39000,3
"2014",42,1,1,1,16,173119,73111,4
"2015",54,1,1,1,14,280420,40000,2
"2016",44,0,0,1,14,55001,55001,3
"2017",53,0,1,1,16,182850,68020,4
"2018",45,0,1,1,18,391106,170003,2
"2019",39,1,1,0,14,34719,4551,4
"2020",30,0,0,1,16,140288,140288,1
"2021",37,0,1,1,14,96014,50008,2
"2022",51,1,1,1,12,21289,17000,3
"2023",36,1,0,1,18,136810,136810,4
"2024",24,1,0,1,16,110193,10405,1
"2025",21,0,0,1,12,153709,30000,1
"2026",24,1,1,0,14,27004,0,1
"2027",34,1,0,1,16,65738,65738,2
"2028",20,0,0,1,14,138195,25010,3
"2029",46,0,0,1,12,38062,32000,3
"2030",30,0,0,1,14,75000,75000,1
"2031",26,0,0,1,12,46800,46800,1
"2032",31,1,0,1,18,123000,18000,1
"2033",30,1,1,0,12,79800,0,1
"2034",53,0,1,1,12,57060,30013,1
"2035",23,0,0,1,14,30000,30000,2
"2036",35,0,1,1,12,48800,39800,3
"2037",53,1,1,1,14,60000,25000,3
"2038",31,1,1,0,16,94812,331,3
"2039",59,0,1,1,18,122000,59050,2
"2040",53,1,1,0,12,74894,5003,1
"2041",42,1,0,1,18,75086,75086,2
"2042",50,1,1,1,18,108017,16017,1
"2043",19,0,0,1,12,16000,16000,4
"2044",27,0,1,0,18,0,0,1
"2045",40,0,1,1,21,120050,120025,1
"2046",29,1,0,1,12,34300,34300,3
"2047",20,1,0,1,14,152153,4021,1
"2048",26,0,0,0,12,93000,73000,3
"2049",51,1,1,1,14,48755,17152,2
"2050",46,1,1,1,14,126010,16005,2
"2051",42,1,1,1,19,259059,94029,3
"2052",35,0,1,0,8,45407,18000,2
"2053",52,1,1,1,18,490008,340008,1
"2054",48,0,1,1,16,1145930,1136000,4
"2055",46,0,0,1,12,75288,75288,2
"2056",38,1,1,0,16,68200,13200,2
"2057",39,1,0,0,18,14459,8459,5
"2058",21,1,0,1,12,50020,50020,2
"2059",36,1,0,1,18,60000,60000,1
"2060",30,1,0,1,16,16000,16000,2
"2061",29,0,1,1,0,30000,30000,1
"2062",60,0,1,1,14,88112,-888,2
"2063",50,1,0,1,16,84001,52001,3
"2064",51,0,0,0,12,21705,21705,5
"2065",41,1,1,0,12,50000,0,2
"2066",47,1,1,1,11,40750,6750,4
"2067",63,1,0,0,16,45364,45364,3
"2068",27,0,0,1,12,27250,27120,2
"2069",22,1,0,1,11,21000,21000,2
"2070",27,1,1,0,12,113790,41145,4
"2071",63,0,1,1,21,50800,30400,1
"2072",37,1,1,1,14,173024,84000,1
"2073",30,1,1,1,16,91055,33055,2
"2074",32,0,1,0,16,65025,35005,1
"2075",46,0,1,1,9,75002,26002,2
"2076",21,0,0,0,12,95002,21000,2
"2077",54,0,1,1,0,20000,20000,3
"2078",46,1,1,1,12,81440,28000,2
"2079",55,0,1,0,12,30431,19812,4
"2080",35,0,1,1,19,146780,36000,2
"2081",22,0,0,0,14,25128,2625,1
"2082",61,0,0,1,18,261370,130766,3
"2083",25,1,1,1,12,27013,27013,2
"2084",27,1,0,0,12,0,0,2
"2085",47,1,1,1,18,143100,38000,3
"2086",49,0,1,1,12,90000,35000,2
"2087",54,0,1,1,14,51862,47562,1
"2088",28,1,1,1,18,68000,45000,1
"2089",62,1,1,1,21,152353,45159,3
"2090",40,0,0,1,12,35166,35166,3
"2091",30,0,0,1,16,101360,101360,2
"2092",49,1,0,1,14,33050,33050,2
"2093",36,1,1,1,16,127420,15016,2
"2094",23,0,1,1,14,22517,22505,3
"2095",37,0,1,1,14,138224,114012,2
"2096",53,1,1,1,12,68994,35002,1
"2097",55,1,1,1,14,93500,59000,2
"2098",57,0,0,0,10,62132,24132,1
"2099",32,1,0,1,18,62000,62000,2
"2100",20,1,0,1,14,19000,19000,1
"2101",51,0,1,1,16,101008,81008,2
"2102",21,1,1,1,12,30000,10000,2
"2103",45,1,1,1,12,135050,40010,3
"2104",39,1,1,1,19,242500,82000,1
"2105",45,1,1,1,14,35837,35837,2
"2106",19,1,0,1,14,226879,15405,2
"2107",23,0,0,1,16,95000,0,1
"2108",41,0,1,1,19,333248,300750,1
"2109",49,0,1,0,14,10000,10000,4
"2110",50,0,1,1,18,65155,65155,2
"2111",38,1,0,1,16,60100,60100,2
"2112",29,0,1,1,14,53846,34843,2
"2113",52,1,0,1,18,36720,36720,2
"2114",29,0,0,1,14,32001,32001,2
"2115",37,0,0,1,14,27000,27000,2
"2116",39,0,1,1,10,20000,20000,3
"2117",56,0,1,1,16,75000,75000,1
"2118",63,0,0,1,14,51235,51235,2
"2119",26,0,0,1,14,100046,100046,1
"2120",34,1,1,1,12,53000,20000,4
"2121",36,1,0,0,12,31200,31200,2
"2122",57,0,1,1,14,32499,25599,1
"2123",29,1,1,1,16,71210,45010,1
"2124",61,0,1,1,11,18900,12139,2
"2125",44,1,1,1,14,115018,50009,2
"2126",21,0,0,0,14,18010,18010,1
"2127",28,1,1,1,14,69800,34800,3
"2128",55,0,1,1,12,122000,65000,2
"2129",53,1,1,0,14,60000,0,2
"2130",26,1,1,1,14,84030,4000,2
"2131",21,0,0,0,14,15000,0,2
"2132",24,1,1,1,16,66252,34001,2
"2133",43,0,0,1,14,52000,52000,1
"2134",27,0,0,1,18,30000,30000,1
"2135",32,1,1,1,14,35001,35001,1
"2136",53,1,1,1,18,823770,80451,2
"2137",47,0,1,1,14,204095,138807,2
"2138",19,1,0,0,14,56759,0,1
"2139",42,1,1,1,12,88056,25016,3
"2140",22,1,0,0,14,205836,4000,2
"2141",30,1,0,0,11,12740,12740,3
"2142",38,1,1,1,18,195687,55606,1
"2143",57,0,1,1,12,71435,71435,1
"2144",38,1,0,0,12,0,0,1
"2145",56,1,0,1,19,178948,178948,3
"2146",63,1,1,0,12,62630,9807,4
"2147",35,0,0,1,12,40124,40124,3
"2148",54,0,1,1,14,67000,25000,2
"2149",20,0,0,0,14,121036,8450,2
"2150",52,1,0,1,16,113903,113903,3
"2151",32,0,1,1,18,112044,106022,2
"2152",57,1,0,0,12,36121,36121,4
"2153",50,0,1,1,14,79626,24152,1
"2154",59,0,1,1,16,144235,91011,3
"2155",29,1,1,1,18,91222,56187,1
"2156",50,0,1,1,16,130325,130150,2
"2157",50,0,0,1,12,38302,38302,1
"2158",43,0,1,1,16,80000,80000,2
"2159",45,0,1,1,16,1101742,1099999,3
"2160",36,0,0,1,12,143296,50000,3
"2161",35,0,1,1,12,97654,44224,2
"2162",28,1,0,1,16,67610,0,2
"2163",23,1,1,1,12,35000,20000,2
"2164",56,0,0,1,12,82004,82004,3
"2165",61,0,1,1,14,79835,27817,2
"2166",20,0,0,1,14,51519,16502,1
"2167",31,1,0,1,18,44931,44931,2
"2168",51,0,0,0,9,100571,16811,5
"2169",64,0,1,1,12,167912,76064,1
"2170",51,0,0,1,11,0,0,4
"2171",48,0,1,1,14,32316,20028,2
"2172",31,1,0,1,12,29280,29280,2
"2173",42,1,0,0,12,8400,8400,5
"2174",59,0,1,0,14,106805,56553,2
"2175",38,1,0,1,14,23000,23000,2
"2176",35,1,1,1,18,183015,76610,1
"2177",62,1,0,0,16,45000,45000,5
"2178",28,1,1,0,16,30001,0,2
"2179",34,1,0,1,21,107255,107255,1
"2180",37,1,0,1,14,40499,40499,2
"2181",47,1,1,1,16,181856,30032,1
"2182",45,1,1,0,12,87992,0,1
"2183",63,1,1,1,16,184390,138595,3
"2184",44,0,0,1,16,70000,70000,2
"2185",37,1,0,1,12,28700,18000,2
"2186",30,0,0,1,18,97416,97416,1
"2187",48,0,0,0,14,0,0,3
"2188",47,0,1,1,12,62450,37000,1
"2189",60,0,1,0,12,0,0,3
"2190",28,1,1,1,12,130844,23842,3
"2191",55,1,1,1,21,307845,222908,3
"2192",63,0,1,1,14,85000,85000,3
"2193",38,1,1,1,16,166596,3600,1
"2194",38,1,1,1,14,54316,34702,2
"2195",59,0,0,1,18,119147,119147,3
"2196",44,1,1,1,16,55627,9627,2
"2197",61,0,0,1,14,13633,11000,3
"2198",38,1,0,1,16,40021,40021,1
"2199",47,1,1,1,14,111890,8170,2
"2200",55,1,1,1,12,82271,24000,2
"2201",57,1,1,1,18,286048,77025,1
"2202",29,1,1,1,16,84422,45050,2
"2203",42,0,0,1,11,14024,14024,2
"2204",49,0,1,1,9,50000,30000,3
"2205",30,1,1,0,18,80409,1,2
"2206",60,1,1,0,12,89005,9000,5
"2207",23,0,0,1,14,163107,37000,1
"2208",44,0,1,0,4,0,0,5
"2209",37,1,0,1,16,44100,44100,1
"2210",59,0,0,0,12,64951,64951,5
"2211",28,0,1,1,9,43000,25000,2
"2212",35,0,0,1,12,46000,46000,3
"2213",48,0,1,1,18,1135421,1106199,2
"2214",63,0,0,0,12,16716,16716,3
"2215",49,1,1,1,14,74752,1668,1
"2216",44,0,0,0,14,20000,0,4
"2217",39,1,1,1,18,101010,51005,2
"2218",53,1,0,1,18,88461,88461,2
"2219",60,0,1,1,12,221744,200001,1
"2220",63,0,1,1,16,130218,94040,3
"2221",36,1,0,1,18,72023,72023,1
"2222",50,1,1,0,18,114931,4887,3
"2223",40,1,1,1,12,89552,54552,3
"2224",28,0,1,1,18,0,0,2
"2225",47,1,0,1,12,39812,25000,2
"2226",57,1,0,1,16,1e+05,1e+05,1
"2227",51,1,1,0,11,62099,0,2
"2228",45,1,1,1,12,139400,56900,2
"2229",64,1,1,1,18,229224,108202,4
"2230",26,1,0,1,16,275883,55000,2
"2231",51,0,0,1,14,65000,65000,1
"2232",50,0,1,0,12,54800,19000,4
"2233",59,0,1,1,12,158508,90154,2
"2234",55,1,1,1,12,175354,95337,1
"2235",42,1,1,1,16,69404,34402,2
"2236",40,0,1,1,16,65320,65053,2
"2237",49,1,1,1,21,303010,150005,1
"2238",64,0,1,1,12,110496,110463,2
"2239",44,0,1,1,12,30000,30000,2
"2240",49,0,1,1,14,53204,6269,2
"2241",61,1,1,0,14,44210,505,2
"2242",56,0,1,1,18,185631,130176,2
"2243",36,0,1,1,6,36000,18000,3
"2244",46,1,1,1,14,53546,21066,2
"2245",34,1,1,1,16,35004,35002,2
"2246",22,1,0,1,12,20000,20000,1
"2247",51,1,1,0,12,35585,95,3
"2248",24,1,0,1,14,44926,21051,3
"2249",53,1,0,1,12,23900,18000,3
"2250",31,1,1,1,19,117125,65501,2
"2251",52,1,1,0,12,68810,19227,4
"2252",41,1,1,0,18,55010,5,2
"2253",49,0,1,1,16,83000,65000,3
"2254",37,0,1,1,14,150688,63202,2
"2255",57,1,0,0,18,35634,35634,1
"2256",58,0,1,1,16,96100,12250,1
"2257",60,1,1,0,16,0,0,3
"2258",36,1,0,1,14,43000,43000,2
"2259",51,0,1,1,12,76863,61103,2
"2260",20,0,0,1,14,70504,5502,1
"2261",42,0,1,1,12,73132,29289,3
"2262",27,1,1,1,12,48000,38000,2
"2263",32,1,1,1,16,116055,19028,2
"2264",23,1,0,0,12,3650,3650,3
"2265",40,1,1,0,16,449999,0,1
"2266",42,0,0,1,16,65000,65000,1
"2267",38,0,1,0,14,33827,15744,3
"2268",23,0,0,1,14,11600,11600,1
"2269",40,1,1,1,16,231110,120580,2
"2270",51,0,1,1,14,115020,70010,3
"2271",31,0,0,1,12,1200,1200,5
"2272",37,0,1,1,8,80040,20000,2
"2273",31,1,0,1,12,10000,10000,2
"2274",19,1,0,0,14,-1000,0,2
"2275",63,1,1,1,16,237316,127282,2
"2276",56,0,1,1,18,148030,120015,2
"2277",50,1,1,1,14,42380,14300,2
"2278",38,1,1,1,18,130000,65000,1
"2279",27,0,0,1,16,3000,3000,2
"2280",48,0,1,1,11,49500,23000,2
"2281",52,0,0,1,12,40000,40000,3
"2282",51,0,1,1,0,20000,0,4
"2283",43,0,1,1,21,65053,55845,1
"2284",19,0,0,1,12,6800,4000,3
"2285",21,0,0,0,16,65000,0,1
"2286",23,1,0,0,12,0,0,1
"2287",41,0,1,1,11,57000,45000,3
"2288",41,1,0,1,18,600302,600302,2
"2289",44,0,1,1,10,47500,40000,1
"2290",45,0,1,1,14,162350,110175,1
"2291",56,0,0,1,14,50000,50000,2
"2292",37,1,1,1,18,61301,25000,3
"2293",38,1,0,0,18,12992,12992,4
"2294",48,1,0,0,14,0,0,1
"2295",58,1,0,0,12,30975,16859,4
"2296",51,0,1,1,16,120001,50000,2
"2297",56,0,1,1,14,28500,28500,2
"2298",26,0,0,1,16,90050,90050,2
"2299",23,1,1,0,14,180866,31000,1
"2300",44,1,1,0,16,46000,0,3
"2301",45,1,0,0,16,21400,21400,3
"2302",60,0,1,1,14,75607,52276,3
"2303",34,1,0,0,14,31679,9060,4
"2304",47,0,1,1,14,111553,50219,1
"2305",26,1,0,0,12,10000,10000,1
"2306",50,0,1,0,14,38000,38000,3
"2307",27,0,0,1,14,80325,40000,3
"2308",61,1,0,1,12,54000,35000,4
"2309",25,0,0,1,14,120139,6117,1
"2310",44,1,0,1,14,37000,37000,3
"2311",50,1,1,0,14,117824,17662,2
"2312",35,1,0,1,10,26000,26000,1
"2313",64,1,1,0,14,228909,18000,2
"2314",32,1,0,1,18,88977,88977,1
"2315",57,1,0,1,12,35650,35650,3
"2316",24,1,0,1,14,32020,32020,1
"2317",34,1,0,1,14,34611,34611,1
"2318",25,1,0,1,16,75000,75000,2
"2319",62,0,1,1,18,172349,83986,2
"2320",35,1,0,1,18,55058,55058,3
"2321",55,1,0,1,16,51035,51035,1
"2322",28,1,1,1,16,91379,51056,3
"2323",57,0,1,0,9,64200,19200,5
"2324",57,1,1,1,16,51716,45000,1
"2325",35,0,1,0,14,47000,17000,2
"2326",40,1,1,0,12,44677,1144,3
"2327",60,1,1,1,12,110910,40434,2
"2328",21,1,0,1,14,167454,22601,1
"2329",33,1,1,1,21,279007,150004,1
"2330",60,0,1,1,14,89552,45051,1
"2331",47,1,1,1,12,214000,48000,2
"2332",57,0,1,0,12,82373,16834,4
"2333",33,1,1,1,16,89760,32760,2
"2334",26,1,1,1,16,130040,58020,2
"2335",47,1,1,1,14,156858,58906,2
"2336",32,0,0,1,12,44671,27055,3
"2337",31,1,1,1,21,211450,80600,2
"2338",52,1,1,0,14,37080,10620,4
"2339",34,1,0,0,14,118946,0,1
"2340",43,1,0,1,12,32968,26968,3
"2341",26,1,1,1,12,99433,15010,3
"2342",25,1,1,0,14,36400,22400,2
"2343",22,0,0,0,12,0,0,2
"2344",32,0,1,1,14,55702,48002,2
"2345",43,0,1,0,9,35000,35000,1
"2346",45,0,0,1,12,25000,25000,2
"2347",51,0,1,1,16,139002,81001,2
"2348",23,1,0,1,16,34098,34098,1
"2349",46,0,1,1,6,39000,29000,3
"2350",43,1,0,0,14,8784,8784,4
"2351",49,1,1,1,14,45615,25615,3
"2352",47,1,1,1,14,179038,69003,2
"2353",44,0,1,1,12,100572,47550,3
"2354",55,1,1,1,14,118935,35551,2
"2355",30,1,0,0,14,5800,5800,3
"2356",37,0,1,1,14,124400,40000,1
"2357",61,1,0,1,18,70500,70500,3
"2358",28,0,0,1,14,45809,45809,3
"2359",47,0,1,0,18,0,0,1
"2360",23,0,0,1,12,223019,0,1
"2361",22,0,0,0,11,25005,0,1
"2362",20,0,0,0,11,59800,1800,3
"2363",35,1,0,0,0,8304,8304,4
"2364",59,0,1,1,12,60494,8102,3
"2365",35,1,1,1,14,108323,35323,2
"2366",48,1,0,1,14,133031,79031,1
"2367",58,1,1,0,12,150003,0,3
"2368",46,1,1,0,16,100943,3,1
"2369",45,0,0,1,16,65002,65002,3
"2370",46,0,0,0,10,16871,8471,4
"2371",62,1,1,1,18,40040,16640,3
"2372",19,0,0,1,12,40122,6120,2
"2373",45,0,1,1,14,161564,71207,2
"2374",36,0,0,0,14,7000,7000,1
"2375",22,0,0,0,14,56603,56603,1
"2376",46,0,1,1,12,92716,89508,1
"2377",37,0,1,1,14,135064,56032,2
"2378",31,0,0,1,8,96277,65577,3
"2379",55,0,1,1,12,102177,61494,3
"2380",64,1,0,0,12,7922,7922,4
"2381",53,0,0,1,21,212000,212000,1
"2382",40,1,1,1,16,101238,56627,1
"2383",38,0,1,1,16,132615,116615,2
"2384",32,1,0,1,12,56164,35000,2
"2385",54,0,1,1,18,-3892,-9999,2
"2386",53,0,1,1,18,115711,115005,3
"2387",29,0,1,1,21,40058,40058,2
"2388",60,0,1,1,19,47550,32525,1
"2389",37,1,0,1,6,19043,15000,1
"2390",32,1,0,1,14,25000,25000,2
"2391",40,1,0,1,12,26760,26760,2
"2392",52,1,1,0,12,50352,176,1
"2393",35,1,0,1,16,78144,78144,2
"2394",31,0,1,1,14,57000,42000,3
"2395",26,0,0,0,19,40029,40029,1
"2396",52,0,1,1,12,78781,21770,3
"2397",29,0,1,1,14,85584,85548,3
"2398",35,1,0,1,14,51474,12000,3
"2399",42,0,1,1,18,126504,80437,1
"2400",55,0,1,0,12,4321,4320,5
"2401",48,0,0,1,16,198050,198050,1
"2402",34,1,0,1,14,26010,26010,1
"2403",23,0,0,1,12,40003,40003,1
"2404",26,1,0,1,16,38083,38083,1
"2405",52,1,1,1,14,105302,58300,2
"2406",49,0,1,1,14,232809,97065,3
"2407",40,0,1,1,18,144837,144837,1
"2408",39,0,0,1,14,72000,72000,2
"2409",27,1,0,1,14,122020,48700,2
"2410",62,1,0,1,14,37001,37001,2
"2411",53,0,0,1,12,20000,20000,4
"2412",64,1,0,0,12,132095,0,5
"2413",40,0,0,0,14,70000,70000,1
"2414",42,0,1,1,18,392177,132001,1
"2415",33,0,1,1,10,27399,20801,1
"2416",61,0,1,0,12,90015,44250,2
"2417",54,0,1,1,14,25004,25002,3
"2418",56,1,1,0,12,32000,0,4
"2419",63,0,1,0,14,65574,62066,2
"2420",24,1,0,1,16,20000,20000,2
"2421",63,0,0,0,14,16284,16284,2
"2422",57,0,1,1,12,48598,13904,2
"2423",35,0,1,1,16,107000,71750,2
"2424",57,1,0,1,6,17000,17000,3
"2425",32,1,1,0,16,128479,4159,1
"2426",64,0,1,1,12,153353,152969,4
"2427",59,0,1,0,16,200399,0,3
"2428",40,1,1,1,16,130010,52005,1
"2429",39,0,1,1,8,37000,19000,3
"2430",63,1,0,1,6,103000,28000,3
"2431",24,0,0,0,14,99999,99999,2
"2432",41,1,0,0,12,735,0,5
"2433",28,0,1,1,10,105037,70036,2
"2434",63,1,1,0,14,135102,47085,2
"2435",36,0,1,1,18,94538,88735,1
"2436",31,1,1,1,12,16260,16260,1
"2437",31,0,0,1,14,75010,30000,2
"2438",35,1,1,1,16,166827,81827,2
"2439",60,0,1,1,12,269609,186582,2
"2440",52,0,1,1,21,141404,90096,3
"2441",35,1,0,1,14,47819,47318,2
"2442",26,0,0,1,4,54000,18000,2
"2443",36,0,1,0,12,40100,35000,4
"2444",20,1,0,1,14,74516,9500,1
"2445",28,1,1,0,14,56396,50,1
"2446",20,0,0,0,12,47248,0,1
"2447",35,1,1,1,12,77138,37866,1
"2448",52,1,1,1,12,132840,42000,1
"2449",64,1,1,1,18,122521,51685,2
"2450",56,1,0,1,12,105530,20501,3
"2451",54,1,1,1,12,87450,31050,1
"2452",48,0,1,1,12,122793,64015,3
"2453",32,0,1,1,12,30000,30000,3
"2454",64,0,1,1,12,75117,28906,2
"2455",48,1,0,1,18,51000,51000,1
"2456",35,0,0,1,16,141000,125000,3
"2457",64,1,0,0,14,0,0,2
"2458",46,1,0,1,8,15000,15000,3
"2459",54,1,0,1,4,8001,8001,4
"2460",29,0,0,1,10,51680,12000,3
"2461",24,0,0,1,16,50000,50000,2
"2462",21,0,0,1,14,66200,17000,2
"2463",61,1,1,0,14,31356,0,3
"2464",31,1,0,0,10,3000,3000,3
"2465",52,0,1,1,14,113190,55169,2
"2466",56,0,1,1,14,62276,11876,3
"2467",56,0,1,1,14,128296,96512,1
"2468",54,0,1,1,16,91034,75034,1
"2469",19,0,0,0,14,25000,25000,1
"2470",58,0,0,1,9,13400,13400,1
"2471",21,0,0,0,12,13320,4500,2
"2472",38,0,0,1,16,38466,20000,2
"2473",57,1,1,1,12,163109,23109,2
"2474",45,1,1,1,16,91805,13000,2
"2475",23,1,1,1,14,51155,16000,1
"2476",22,1,0,0,12,2200,2200,3
"2477",39,1,1,1,21,189936,44085,1
"2478",36,1,1,1,14,9472,5862,1
"2479",27,0,0,1,12,30000,30000,3
"2480",23,1,1,0,11,800,0,3
"2481",54,1,1,0,14,22875,10860,4
"2482",53,0,0,1,12,60000,60000,2
"2483",21,1,1,1,14,51004,20002,1
"2484",46,0,0,0,14,0,0,4
"2485",57,0,0,0,12,15899,15899,4
"2486",20,1,0,1,11,29200,7200,3
"2487",47,0,1,1,12,56000,36000,1
"2488",23,1,0,1,16,220000,10000,1
"2489",24,1,0,1,14,29800,29800,2
"2490",37,1,1,1,14,72515,32240,2
"2491",44,0,0,1,14,30000,30000,2
"2492",22,1,0,1,14,234750,20502,2
"2493",34,1,1,1,12,71251,27194,3
"2494",62,1,0,0,14,147760,8760,3
"2495",21,1,0,0,14,0,0,1
"2496",20,0,0,1,12,168000,6000,2
"2497",53,1,1,1,16,259000,59000,2
"2498",56,1,1,1,14,105024,48012,3
"2499",54,0,1,1,12,129742,75185,3
"2500",37,0,1,1,16,196018,95000,2
"2501",38,0,1,0,14,64753,34753,4
"2502",48,1,1,1,12,85304,11047,2
"2503",29,0,0,1,16,230527,230527,2
"2504",47,1,1,1,12,138000,18000,3
"2505",48,1,1,1,14,124002,74002,4
"2506",51,0,1,0,12,106640,47000,4
"2507",51,1,1,1,14,53204,46935,2
"2508",24,1,1,1,12,51500,16500,1
"2509",31,0,1,1,14,166500,90500,2
"2510",36,0,1,1,12,112002,57001,1
"2511",40,1,1,0,18,23244,0,2
"2512",31,1,1,1,9,52000,16000,1
"2513",62,0,1,1,16,120000,50000,1
"2514",42,1,1,1,19,193076,117976,1
"2515",43,1,0,0,14,14900,14900,4
"2516",23,1,0,0,16,0,0,2
"2517",30,1,0,1,11,10000,10000,2
"2518",59,0,1,1,14,100400,60050,1
"2519",50,0,0,1,12,81128,35002,3
"2520",33,0,0,1,14,150577,150577,1
"2521",40,0,0,1,16,32000,32000,3
"2522",23,1,0,1,16,17400,17400,1
"2523",29,0,0,1,14,20000,20000,3
"2524",48,1,1,1,14,63900,61200,2
"2525",50,1,1,1,14,91133,50002,4
"2526",51,0,1,1,14,53144,39104,3
"2527",44,1,1,1,16,53010,34050,2
"2528",57,0,0,1,16,115019,95010,1
"2529",19,0,0,0,14,21744,4960,2
"2530",26,0,1,1,12,30000,30000,3
"2531",57,0,1,0,12,36120,18060,4
"2532",30,0,0,1,12,2000,2000,1
"2533",39,0,0,1,14,36018,36018,1
"2534",32,1,1,1,14,73509,61162,2
"2535",20,1,1,1,14,49000,13000,1
"2536",48,1,1,1,12,93337,34103,2
"2537",32,0,1,1,16,40026,40026,1
"2538",31,1,1,1,12,27000,9000,1
"2539",38,0,1,1,12,43000,33000,4
"2540",57,1,1,1,12,176798,47770,3
"2541",58,0,1,1,12,60000,40000,3
"2542",45,1,0,1,14,62674,62674,1
"2543",50,1,0,1,16,36062,36062,3
"2544",37,0,1,1,14,77010,45005,2
"2545",31,1,1,1,14,76700,28600,2
"2546",37,0,0,1,14,51000,51000,1
"2547",25,0,0,1,12,32000,32000,2
"2548",23,1,0,0,14,8490,8490,2
"2549",22,0,0,1,14,10000,10000,2
"2550",53,1,0,0,12,0,0,4
"2551",60,1,1,1,14,45000,20000,2
"2552",49,1,1,1,16,126217,68209,2
"2553",49,0,1,1,14,139400,100200,2
"2554",53,1,1,1,18,146862,4211,3
"2555",46,0,1,1,14,74000,54000,3
"2556",62,0,0,1,12,40000,40000,2
"2557",47,0,0,1,12,91531,51522,4
"2558",51,0,0,0,12,16875,0,3
"2559",55,1,0,1,14,40000,10000,2
"2560",54,0,1,1,16,95000,70000,1
"2561",32,0,1,1,14,108021,108021,2
"2562",53,0,1,1,14,171036,150017,2
"2563",35,0,0,1,14,55569,55569,4
"2564",35,1,1,0,12,70000,0,1
"2565",55,1,1,1,12,46135,28135,3
"2566",46,1,0,0,12,0,0,4
"2567",19,0,0,0,12,0,0,2
"2568",60,1,0,1,12,50000,35000,3
"2569",20,0,0,1,14,95309,2307,1
"2570",45,0,1,0,14,30000,0,3
"2571",51,1,1,1,16,105340,60000,2
"2572",32,0,0,0,10,52610,2610,1
"2573",44,1,0,1,14,25046,25046,3
"2574",50,1,0,1,16,70324,19600,3
"2575",28,1,1,1,16,163190,68110,1
"2576",20,1,0,1,14,28000,28000,3
"2577",48,0,1,1,16,102000,56000,1
"2578",20,1,0,0,12,34200,0,3
"2579",57,1,0,0,10,49605,9600,3
"2580",27,1,0,1,16,63000,50000,3
"2581",32,0,0,1,12,160000,40000,1
"2582",34,0,0,0,9,69106,31106,2
"2583",38,1,1,0,14,68705,0,4
"2584",61,0,1,1,16,164021,62019,3
"2585",34,0,1,1,18,377008,156504,2
"2586",57,0,1,1,12,164655,61635,2
"2587",30,1,1,1,16,56301,9300,1
"2588",48,0,1,1,12,89251,58451,4
"2589",52,1,0,1,14,100115,100115,2
"2590",39,0,1,1,16,116060,75000,3
"2591",44,0,1,1,19,192704,192384,1
"2592",21,1,0,1,14,10510,10510,1
"2593",43,0,1,1,14,126573,70500,2
"2594",45,1,0,1,16,45108,45108,2
"2595",46,1,0,1,18,72000,72000,2
"2596",48,1,0,0,12,19102,9659,3
"2597",19,0,0,1,14,214632,30002,3
"2598",47,1,0,0,10,0,0,3
"2599",51,0,1,1,14,113000,75000,2
"2600",42,1,1,1,18,156082,155021,1
